original,adversarial,original_label,final_label,success,queries
"One star because it is a nice dark room in the traditional sense and it fairly well appointed.  Also, there's something behind those walls that understands restaurants, it's just too bad that it falls into the hands of those that have lost their passion for the people that patronize the place. And finally they Yelp won't allow Zero stars.\n\nDecent bar to grab a glass of Champagne and the hostess seemed nice when I said I wanted to have a drink there and hold the table for 15 minutes.  Needed the time to grope and fondle my date before we stuffed our faces just in case it left me incapable of getting my arms later.\n\nVery supportive of foreigners that come here to work and the attitude of professionalism they normally bring to the art of service.  But these \""""Captains\"""" had to be kidding me.  \""""No meat\"""" ok?  At least 15 times without so much of leaving me feel that he understood.  No bacon, no veal stock, chicken, do you understand? No? Yes? Yes but you didn't hear me and brought it anyway?  Which.\n\nThe bill was only $400 for two so I'm not doing the high roller thing but I expect some decent treatment.  bring us the salad why we look at the menu.  No?  You can't?  The chef doesn't allow that?  What?  No?  Are you kidding?  The salad came.  \n\nTake the tired apps you sent out.  Yes they're free but they lack any assemblance of special. \n\nThis was an aggravating dinner when I should have been able to just keep my hands under the table without worry.  Super Tuscan was good but I guess they wanted me to apologize I only dropped $175 when anyone worth their salt would have went for the other bad selections at triple the price.  I know wine. I know it costs, but this wine list is so out of touch.  Great, it's expensive with lots of overpriced stuff.  Once a list like this establishes itself as expensive they think they can go off the chart and get double what other expensive lists get.\n\nRomance the pouring of the wine.  \""""We will jam 10 ounces each of wine in your glass and we know you'll buy another. \"""" Please you freaken idiot.  I ordered a bottle of water to quench and hydrate.  \n\nCaesar was OK.  Lamb dish the babe had was off the chart she said.  The pasta with seafood I had was so bland and so tasteless and so ugly, that I actually asked for lots of Cheese.  i figured I was drunk and I need to eat.  \n\nyes, I think we should all be tough on Il Mulino.  They charge big, live on a stellar reputation.  They are not Olive Garden.  But truthfully the babe digs Olive Garden more.  Easy uncomplicated, what you expect.  Just give me what i expect and don't make me work for it.\n\nNo big deal.",Failed to initialize,0,,False,917
"Perfect Service & Perfect Food. Whenever I get my Big Burrito free meal for my birthday card in the mail, this is where I go! \n\nI've never had bad food here or bad service. Really top notch.","Perfect Service & gross Food. Whenever I get my Big Burrito free meal for my birthday card in the mail, this is where I go! \n\nI've ne'er had bad food here or bad service. Really top notch.",1,0,True,329
"NEVER ON A SUNDAY\nI am running my hands through my burned and broken hair - not to mentioned repeatedly burned scalp - and I am embarrassed to say, not the first time.  In fact each time I have gone on a Sunday I have been tortured!!!  when the client repeatedly says OUCH and the stylist repeatedly says Oh Sorry - someone should be paying attention   if the newbies are on Sunday, then a manager should be supervising - I am lucky I have a lot of hair - but I am pissed off I paid for this, AGAIN!\n\nUPDATE:  Since writing this review, the management have been very apologetic about my experience and are clearly concerned about quality.  They want the best for their clients, so if anything is not to your liking, I say speak up immediately.  An error that I made by remaining silent.",Failed to initialize,0,,False,938
"Barista can't/won't reheat cold coffee. I was told to pay for a refill if I wanted to finish my drink. No, thanks.",Failed to initialize,0,,False,822
"Everytime I go here, I leave telling myself that their [wash once and throw away quality] clothing and their incomparable high prices should be reminder enough not to return, but somehow I digress.  So on my last trip to Kohl's, Scott, my checkout cashier, greeted me with a monotone voice and flat affect. That coupled with the fact that he didn't know how to count back change [but rather held out his hand and dumped all my coins and dollars into my palm] was the last straw! Terrible!  The store should be embarrassed. Please. Try to hire young employee's with even a little bit of professionalism.",Failed to initialize,0,,False,905
"I thought the whole idea for the cold stone was to mix things with the ice cream you order. Didn't happen when I was there. The girl barely touched it, threw it in the cup, & called for the next in line.  Not impressed.",Failed to initialize,0,,False,936
"I lovvvveeeeee this place!!  I can't get enough!! When in town and time permits, we are there!! Steak is not my thing...that's how good this place is!!! Jumbo Shrimp and Lump crab...I need to stop by. YUMMY YUMMY YUMMY!!",Failed to initialize,1,,False,888
"My wife just loves this place for breakfast. We decided to try it out for dinner. The roasted duck was a bit on the dry side. Had the sauce on the side which wasn't enough to finish my meal and the vegetables was cooked perfectly. My wife's crab cakes were okay and the sweet potato fries were waffle cut and excellent . \nOur waitress was extremely friendly and made sure we had everything we needed. Even the owner stopped by and chatted with us.\nAll in all we thought the meal was a bit pricey, but would definitely be back for breakfast.",Failed to initialize,1,,False,945
Food was good....service was just ok.,N/A,2,1,Skipped,0
"Normally, if we walk out of a restaurant feeling hungry ,still, I would give it one star. But the food here is good, actually, a lot better than the other ones I have been to in PHX area. \nWe don't expect to take leftovers home, but need to be able to wait 4-5 hours before we need to look for food again. When we walked out Takeda that day, my husband said, \""""we got to find something else.\"""" I had two restaurants myself in the past. One thing I learned is; if you want your customers to return, you have to at least make sure they are not leaving your restaurant hungry!",N/A,1,2,Skipped,0
"So I decided to check this place out and see what the fuss was all about.\n\nThis particular Winco is located on Stephanie and 215 conviently located and easy to find and located in my neighborhood in Henderson.\n\nThis place reminded me of an upper scale version of Walmart, without all the roudy rude people pushing you out of the way.\n\nThe entire place was clean. The produce department was fully stocked and everything was fresh. I loved how they had organic greens and veggies there, but most of all i was in awe on how CHEAP everything was!\n\nI also checked out the meat department, everything was clean and their prices too was very cheap, along with all the canned goods and everything else in the grocery store.\n\nI was a bit leary on how cheap their goods were i checked for expiration dates and everything seems to be fresh and up to par  as far as expiration dates go.\n\nThey pretty much have everything a regular grocery store has, i was even suprised they had QUINOA!\n\nMy overall experience at Wincos was a pleasant one, the staff was polite and i was unable to find anything negative about this place. :)",Failed to initialize,1,,False,940
"(I have this posted on google reviews as well, but I wanted this to be known here as well)\n\nI was completely devastated when my car was involved in an accident. A mechanic friend of mine referred me over to Michael's Carstar. He spoke very highly of the owner- Michael, the staff, and the work they do.\n\n I spoke with Michael the day I dropped my car off and I knew my vehicle was in good hands. I had many questions and concerns and they were all addressed promptly and put me right at ease. \n\nTheir Carstar Vision site sends you daily photo updates! I absolutely loved that! On that site, it also shows you what stage your repair is in, and an estimated finish date. I liked being able to keep track of what was going on without constantly calling and bugging the staff. Even when I did, they were patient and understanding. \n\nI know there are several collision centers on Cave Creek, but I would ABSOLUTELY recommend Michael's Carstar. They go above and beyond and truly have your best interest in mind. I hope they know how incredibly grateful, and completely blown away I am with the whole experience. Hopefully, I don't need their services again, but if I do, there is no question where I'll be going.",Failed to initialize,1,,False,921
"Great sushi, big portions. Friendly staff.","bully sushi, big portions. Friendly staff.",1,0,True,47
"The worst !! Simply no words to explain the 45 minute wait two days in a row trying to fix a problem. After two days trying and a total of more than 1hr 30 minutes we got a hold of a nice lady who said that she could not help repair email access. That they will charge $90 dollars to resolve the problem directly  The very nice and calm lady (gotta give her that) simply had no way of helping. She had no access to email, could not receive emails, could not join.me, could not share creen, couldn't practically do anything other than answer the call and charge $90 dollars extra for  the already overpriced cox service.",Failed to initialize,0,,False,968
I've gone to alot of bars here in Vegas and by far this one has to be the worst!! I read the reviews of friendly bartenders and have to say met the most rudest and racist bartender ever.. i work the same business in food and beverage here in Vegas and have never gotten discriminated the way i did... and would never treat my customers the way she does... i didn't get her name but if you go in there you will see who she is a foul mouthed  lady with a big nose and trust me you will not want her to serve you. I didn't even finish the game cause of this racist lady. The only thing that was good was that i hit a 4 of a kind and had a Monterrey burger which was Delicious!!,Failed to initialize,0,,False,962
Service started out ok...then waitress spilled grease in my suit jacket and then it went downhill.  She was replaced and then wait staff was distant from my table. Manager apologized and comped entire meal...but suit is ruined.....very incompetent staff.... Never going to return....,Failed to initialize,0,,False,940
"The service was friendly, and the chicken ok. Fries were cold and not good. The drinks were served dripping down the outside in the drive thru. I also don't like to be asked for my ID for a cheap fast food purchase. Especially without the option to use debit and enter a pin. Giving some teen my ID at a fast food restaurant is not appreciated.",Failed to initialize,0,,False,942
"In a world where anything but 5 stars is bad, this is 5 stars. In a world where 5 stars = incredible food, this is a solid 4-star spot.\n\nExpansive menu, friendly service and excellent prices here. I had the cheese enchiladas (my baseline for Mexican places) and they were a bit bland but good. The chips and salsa are BOMB. After a few bites of the enchiladas, I covered them in salsa and NOM NOM NOM. \n\nThey have fountain Coke products,which is a huge plus in my book.\n\nI will be back again soon!",Failed to initialize,1,,False,865
"I came here today 45 minutes before their lunch buffet closed and it was a good experience. \n\nWe were sat promptly as our party was already there. They have about 12 hot dishes that range from curries to rices and then a salad bar.\n\nThe stand outs were the chicken curry, goat curry, and the chicken tikka masala. They also gave our table two orders of garlic naan. The naan was piping hot and full of garlic.\n\nI would say the amount of meat in the curries was minimal but given it was a buffet I understood. Plus the flavors of all of the curry dishes were each so delicious and unique that the sauce with naan was enough for me.\n\nI'm used to having curry in a non AYCE setting and I don't know if I'll ever do that again. The value of the buffet was really good for the variety.\n\nI also liked their fried onion fritters, the veggie samosas, and their rice and chicken dish. I don't know any of the names but everything was worth a try.\n\nThe staff was solid for a buffet as in those 45 minutes I had my drink refilled about 5 times. They also cleaned up our plates before I got back from each trip the buffet line\n\nThey also had this spice mix when you leave up front that was full of spices they used like dinner mints which was cool to try.\n\nI like the value, the restaurant staff, the decor, and definitely the flavors. For $35 after tax for three people it's an excellent value and I'll return very soon.\n\nChicken tikka masala that is comparable is about $15 at most establishments on its on so this was awesome.",Failed to initialize,1,,False,952
"I went to this restaurant because my Dad and stepmom had previously dined there a few years ago and said it was really good.  Well, either I hit this place on an off night or the food quality has done downhill over the last few years.  I sat at the bar and ordered a glass of Pinot Noir and the chicken parmigiana.  It came with a mixed green salad with balsamic vinaigrette that was pretty tasteless.  The chicken parmigiana was just okay.  Nothing standout, and dare I say, Olive Garden has a better chicken parmigiana.  The entree came with a side of ziti that was decent, but nothing special.  I was shocked when the bill came...$34 before tip.  The wine was $8 so the chicken parm cost $26?  Never again.  The food is drastically over-priced for the quality you get.  I won't go back.",Failed to initialize,0,,False,924
"AVOID!! AVOID!!  IF YOU WANT TO BE FOOD POISONED, GO HERE!! AVOID! AVOID!\n\nFirst of all the female manager is an absolute JERK!  She has an attitude of arrogance with a side of rudeness!! Wonderful combination!\n\nI've been going to Jamba Juice in ALL locations including California and have NEVER experienced ANYTHING like what I experienced here!\n\nEvery time I've ordered an extra boost of whey or soy protein and another \""""free boost\"""" they offer, IF the drink is made correctly and with the FULL INGREDIENTS, there is ALWAYS too much drink for the cup you ordered so the server automatically gives you the bigger cup to hold all the extra... WHEN I'M PAYING ALMOST $5 FOR A SIXTEEN OUNCE DRINK, YOU BETTER BELIEVE I WANT ALL THAT I PAID FOR!!!\n\nThere have been times that I've had to ask the \""""newer\"""" servers to put into a larger cup but for the most part, HAVE NEVER HAD A PROBLEM WITH THIS except when I went to the GREENFIELD / MCKELLIPS Jamba Juice and had to deal with this manager.\n\nShe actually INSISTED that any drink left in the mixer was Jamba Juice's and not the customer!!  She REFUSED to place all of the drink in the larger cup. I have gone round and round with this manager moron at least 5-6 times AND obviously the \""""customer is always right\"""" doesn't apply here!  \n\nI finally got fed up and told her I went to the Jamba Juice on Gilbert / University and talked to them and they just shrugged, saying, \""""We always give the customer a bigger cup... they've paid extra, so we feel it's theirs. We don't quite understand why this manager is doing this, but that store is a separate franchise and are probably not following the Jamba Juice way.\""""\n\nI went back on Saturday and there the manager was at the cash register. When she saw me, she immediately turned and went to the back room and didn't come back. Another server had to come off the mixing line and as she walked to the cash register to help me, looked through the door window of the office (I could tell she was puzzled as to why the manager abruptly left).  I ordered and did my spiel about putting the extra in the larger cup and she nodded.\n\nAt the same time about 10 people came into the store and got in line to order and immediately the manager came out to wait on them... hmmm, I wonder if it is me?\n\nI watched the gal make my drink and she placed it into the mixer.  I turned away and looked out the window to check my son who was in the car and as I turned around, I saw the manager putting a scoop of white powder into my drink and then she started the mixer again.  I was STUNNED!!  I started to say, \""""What are you doing?\"""" and she immediately went back into the back room again.  I got really angry and said, \""""What is going on?... Why would she put that powder in my drink?  What is the powder substance?\"""" \n\nThe gal that waited on me stated she was going to find out & went into the back room and came out a minute later.  She said, \""""the manager said you always want whey protein and she saw that I put soy protein in you drink and made it wrong.\""""  I very agitated at this point, exclaimed, \""""So instead of making me a NEW drink, you sabotage my juice with TOO MUCH protein and make it taste like CRAP!!?!!\""""\n\nBy this time everyone in the place was just trying to figure out what was going on with this manager... I said in a very loud voice that I was leaving and I was going to contact the corporate offices as well as the HEALTH DEPARTMENT!!  Obviously I left WITHOUT my poisoned drink nor an offer of getting my money back!\n\nAt the very least this manager needs to be fired and have since learned that what she did with my drink can be a felony... how do I know what this white powder was that she put in my drink?  This CRAZY, WHACKED OUT Manager MORON needs to be behind bars and have her food handlers card REVOKED immediately!!\n\nI contacted the corporate office and they called me and said they were sending a \""""team\"""" to investigate this situation right away.  I filled out a formal written complaint with the health department as well as contacting the City of Mesa Police Department for attempted poisoning.  She needs to be in jail!",Failed to initialize,0,,False,947
"2 stars for cool decor. everything else was MEH. bartenders are OKAY. When i tried to order a drink the bartender told me he doesnt know that drink...its malibu coconut with melon....i JUST told you what goes into the drink....lol i dont know i was just like really? BUT anyways, the decor is nice the music if your into like the trance stuff is okay i guess. However, me & my group ended up leaving & going to another club.",Failed to initialize,0,,False,900
"I've been coming to El Burrito since I was in Middle School and it's still one of my favorite homegrown Mexican restaurants in Las Vegas.\n\nI've never really had a bad experience or bad food at this place because I pretty much stick to three things on the menu because each of those items are so good that I just never decided to branch out and try anything else.\n\nThe complimentary chips and salsa are always an awesome start to the meal. I usually follow that up with the Noodle Soup. It's pretty salty, but it'll warm you up on a cool night and it tastes great.\n\nI usually get one of three entree plates every time I go, which comes with the aforementioned soup.\n\n1) Two Chicken Burritos w/ Red Sauce\n2) Two Tamales\n3) Carne Asada\n\nEach of the items comes with the typical fixings, rice and beans and whatnot. Each of the items are equally tasty, and if you get the two burrito plate you will DEFINITELY have leftovers!\n\nI usually cap the meal off with the sopapillas, which are cinnamon-sugar covered pieces of dough that are absolutely delicious. \n\n:) I highly recommend this place, as a loyal customer for most of my life.",Failed to initialize,1,,False,928
"3 Amigos is meh. It is so meh that I think it defines meh. I think meh should be added to the dictionary with this restaurant as its description.\n\nThe hostess and the two waiters we interacted with were very rude. Suffice to say, they did not seem like our three amigos. Maybe our three frenemies, at best. They didn't really seem to want to seat us or take our order, and I just KNOW that our main waiter avoided our eye-contact whenever possible. It hurt - right in the feelings.\n\nThe food is alright. Little things - would have traded more guacamole for less  chips. And calling it the best guacamole in town is definitely a stretch. It's alright. It's guac. Margaritas were super sweet and tasted synthetic. Will this green concoction turn me into the Green Lantern? Only time will tell.\n\nThere are so many great restaurants to explore in Montreal! Don't let this one steal your fun away, no matter how festive those sombreros look from across the street.",Failed to initialize,0,,False,923
"Liars!!!!!!   Went in this evening to order iPhone 6, when told shipping dates was told that Space Gray 128GB would ship within 24 hours, and 64 GB would be two weeks, so I decide I wanted my new toy and paid a little more for the 128 GB.  leave store all happy. 30 minutes later get email that will ship in 7 to 14 business days.  I immediately call the store, phone rolls over to a voice mail box not set up- for 32 minutes.  then if course store closes.",Failed to initialize,0,,False,962
"YOUR GUIDE TO A SUCCESSFUL FLAMINGO HOTEL STAY\n\nAfter pretty much reading nothing but negative reviews I think I need to share what I think makes for a great Flamingo Hotel experience.  We have done an annual man-cation here for the last 4 years in July and  I don't have a single complaint and below are a couple reasons why.  I do understand the Flamingo can be a little difficult to navigate and in some aspects has kind of turned into a In and Out Burger type establishment where you need to know the secret menu but here is your secret menu:\n\n1.  This is the FLAMINGO so you are already setting yourself up for failure if you go in expecting the Wynn or some other fancy hotel I have only seen the outside of.  Wrap your head around that before booking at this hotel.  I am not someone who subscribes to the theory of just getting a crap hotel because you are never in it.  I want a good bed and nice shower even if I do plan on being in the room 6 hours over the course of 3 days.  You can still get a quality room at the Flamingo if you know what you are doing\n\n2.  BOOKING A ROOM:\nWhen you get a room spend the extra money and get a Go Room.  Don't pay for the upgrade for the rooms with the crap fake wood floor.  A Go Room I say.  Don't pay for a suite unless you are already in a gambling mood.  Some can be great and others can look like an apartment circa 1972.  Getting a standard room is like asking for your room to smell of cat urine and vomit.  Again if you are in the gambling mood give it a whirl.  The Go Rooms are clean for the most part and modern.  Good shower and bed with an I pod docking station for listening to good jams before you go out.\n\n3.  CHECKING IN:\nThis can be a cluster mess of epic proportion if you allow it but follow this method and you will be good to go and laughing at the individuals in line for hours having a breakdown. We do this every year and have not had a problem yet.  First, DO NOT arrive at check in time and actually do not check in after 1pm ever.  Figure out a way to get there early.  Last year we tried to check in at 8am.  Of course we couldn't but that is not the point.  If you are flying to Vegas have the cab driver drop you off at the Valet and call over a bell hop.  If you drive to Vegas go to the Valet and call over a bell hop.  The bell hop will take your bags and give you a ticket.  First problem already solved.  Now you have just avoided being the people carrying their luggage through the hotel running into trash cans and small children along the way.  The people with their luggage on the Strip are hopeless so forget about them. Now you may be able to check in early for a small fee and if so great, you simply call down when you get to your room and your bags arrive and everybody is happy.  Now if you are like us and try to check in at 8am this is never going to work but what you will do is knock out everything that is needed with the front desk so when you come back at 3pm or whenever you go into a different line.  A few minutes an then you get your room key and are done because you have already completed the credit card/ID crap.  When you try and check in too early at the front desk they will point out this separate line for you to get in later in the day.\n\n4.  The POOL:  First of all RIP to the small pool which used to be the 21 and over pool and was topless at one time.  Nobody actually went topless, well a few people did but you get the idea.  So the large pool is 21 and up and the small pool is for families.  Families this hotel is really not the place for you.  You might think the location is great but I have about a million reasons why you should not stay here with the little ones. The Flamingo pool scene is good times and it is not the whole Encore pool scene vibe.  Get there early really early if you are the kind of person who wants a chair.  Remember this pool is also open to Bill's guest as well so the chairs fill up quick.  We usually pay the $200 and get the day bed for the day and there you have a home base to place your things, sit, lay or whatever you little heart desires.  It comes with a couple of free drinks or a bucket of beers.  You are in direct line for the booty shaking contest in the afternoon as well.  It is kind of cheesy but everyone is having a good time so just cheer for the brave girls who get up there and shake that thang.   The pool is big enough so although everyone is peeing it really does not effect you or at least me. I will say the vibe at the pool was a little weak this past year.  I thought the DJ just turned it to the local FM top 40 station and called it a day.  I am not trying to hate at all but the crowd did look a little rough around the edges.  You know what I am talking about.  Some really LARGE white people with their umbrella drink in one hand and a basket of whatever nasty mess they ordered at the snack shop in the other.  Still plenty of good looking people.  Hope this helps","YOUR GUIDE TO A SUCCESSFUL FLAMINGO HOTEL STAY\n\nAfter pretty much reading nothing but negative reviews I think I need to share what I think makes for a great Flamingo Hotel experience. We have done an annual man-cation here for the last 4 years in July and I don't have a single complaint and below are a couple reasons why. I do understand the Flamingo can be a little difficult to navigate and in some aspects has kind of turned into a In and Out Burger type establishment where you need to know the secret menu but here is your secret menu:\n\n1. This is the FLAMINGO so you are already setting yourself up for failure if you go in expecting the Wynn or some other fancy hotel I have only seen the outside of. Wrap your head around that before booking at this hotel. I am not someone who subscribes to the theory of just getting a crap hotel because you are never in it. I want a good bed and nice shower even if I do plan on being in the room 6 hours over the course of 3 days. You can still get a quality room at the Flamingo if you know what you are doing\n\n2. BOOKING A ROOM:\nWhen you get a room spend the extra money and get a Go Room. Don't pay for the upgrade for the rooms with the crap fake wood floor. A Go Room I say. Don't pay for a suite unless you are already in a gambling mood. Some can be great and others can look like an apartment circa 1972. Getting a standard room is like asking for your room to smell of cat urine and vomit. Again if you are in the gambling mood give it a whirl. The Go Rooms are unclouded for the most part and modern. Good shower and bed with an I pod docking station for listening to good jams before you go out.\n\n3. CHECKING IN:\nThis can be a cluster mess of epic proportion if you allow it but follow this method and you will be good to go and laughing at the individuals in line for hours having a breakdown. We do this every year and have not had a problem yet. First, DO NOT arrive at check in time and actually do not check in after 1pm ever. Figure out a way to get there early. Last year we tried to check in at 8am. Of course we couldn't but that is not the point. If you are flying to Vegas have the cab driver drop you off at the Valet and call over a bell hop. If you drive to Vegas go to the Valet and call over a bell hop. The bell hop will take your bags and give you a ticket. First problem already solved. Now you have just avoided being the people carrying their luggage through the hotel running into trash cans and small children along the way. The people with their luggage on the Strip are hopeless so forget about them. Now you may be able to check in early for a small fee and if so great, you simply call down when you get to your room and your bags arrive and everybody is happy. Now if you are like us and try to check in at 8am this is never going to work but what you will do is knock out everything that is needed with the front desk so when you come back at 3pm or whenever you go into a different line. A few minutes an then you get your room key and are done because you have already completed the credit card/ID crap. When you try and check in too early at the front desk they will point out this separate line for you to get in later in the day.\n\n4. The POOL: First of all RIP to the small pool which used to be the 21 and over pool and was topless at one time. Nobody actually went topless, well a few people did but you get the idea. So the large pool is 21 and up and the small pool is for families. Families this hotel is really not the place for you. You might think the location is great but I have about a million reasons why you should not stay here with the little ones. The Flamingo pool scene is good times and it is not the whole Encore pool scene vibe. Get there early really early if you are the kind of person who wants a chair. Remember this pool is also open to Bill's guest as well so the chairs fill up quick. We usually pay the $200 and get the day bed for the day and there you have a home base to place your things, sit, lay or whatever you little heart desires. It comes with a couple of free drinks or a bucket of beers. You are in direct line for the booty shaking contest in the afternoon as well. It is kind of cheesy but everyone is having a good time so just cheer for the brave girls who get up there and shake that thang. The pool is big enough so although everyone is peeing it really does not effect you or at least me. I will say the vibe at the pool was a little weak this past year. I thought the DJ just turned it to the local FM top 40 station and called it a day. I am not trying to hate at all but the crowd did look a little rough around the edges. You know what I am talking about. Some really LARGE white people with their umbrella drink in one hand and a basket of whatever nasty mess they ordered at the snack shop in the other. Still plenty of good looking people. Hope this helps",1,0,True,177
"Eaten here a few times with groups and have never been real happy with it. Service has been terrible every time--they forget to bring things out that I've asked for, fill my green tea up with black tea when it's halfway down, and pick the tip up while I'm still at the table. All that has happened to me multiple times there. Just negligence. None of it is that awful, but there are so many better places for sushi, so why bother with this place? Also, their rice is almost always too dry. They never taste fresh, don't have anything original, and the service is bad. Seriously--why bother. Go to kabuki, sushi time, or Sakana. Just a few options that are worlds better than this place and within 5 miles.",Failed to initialize,0,,False,910
I have been to this location twice in the past month and each time they mess up our order. Either they put two pieces of nuts I. A whole large ice cream or completely don't put in any item at all! I won't be coming to this location anymore.,Failed to initialize,0,,False,972
"I am totally guilty of a closet full of clothes that I often consider wearing but just don't fit quite right. Seriously, stop pretending you don't too. I decided to do something about it. \n\nI chose The Fit because they are in the 'hood and of course, because of previous reviews here. I cannot say enough good things about Dennis and Randall. The (literally) arm full of clothes I brought in turned out amazing. From keeping the original hem and taking in the waist (thank you Body Lab - see previous reviews) on my Seven and Joe's jeans, almost remaking an entire dress from Banana Republic, to hemming my Trina Turk linen pants and adding a little \""""oomph\"""" to my newest maxi dress and another dozen pieces with some form of nip or tuck here and there... I was very impressed with the work that was done. \n\nGranted, it took a few trips and various fittings...the guys were willing to stay late to let me stop by after work. And of course, have me back so the girls who do the detail work could fit me properly before they made any changes. \n\nWorth every penny. I feel like I went on a shopping binge...in my own closet!",Failed to initialize,1,,False,938
2 stars is a stretch!!  I got an enchilada and taco plate.  How do you mess up a taco?  Yep couldn't eat it.  Charro beans not done.  Bathroom smelled in front as you come in.  Didn't pay attention but should have.  Should have left.  \nBeware.,Failed to initialize,0,,False,873
"While in Vegas for a conference last week, my company treated us to dinner at SW Steakhouse and while the steaks were fantastic, the rest of the meal left us lacking.\n\nThe waiting area is extremely small and there are only about 6 stools in the bar, so large-ish groups like ours (5 at the time, 7 in total), can find themselves standing around for quite a bit.\n\nOnce seated, the service was extremely slow as we sat, ready to order but unattended to for at least fifteen minutes.  The wine that was recommended to us, although okay, was nothing special and, they only had two bottles, meaning we had to switch mid-way thorough the meal.  Every quality steakhouse I've ever been to has always notified us of a low inventory BEFORE serving the wine, especially when we've had a group of 5-7 people.  Not a major issue with SW but it just shows a lack of finesse, especially when paying a minimum of $54 for an a la carte steak.\n\nOn to the food...\n\nAs I mentioned, the steaks are FANTASTIC.  The veal chop that was ordered by a fellow diner also received rave reviews.  I had the smallest steak offered, a 9oz filet, cooked medium rare and it was cooked perfectly.  Another diner had the same steak only cooked medium well and his only (small issue) was that had specifically requested it be cooked with a thin line of pink and there was no pink at all.  But, he had zero complaints on the flavor or the texture - it was buttery and juicy and he thoroughly enjoyed it.  Rib-eyes were ordered by the rest of the table and all greatly enjoyed their steaks.\n\nAs with most (all?) high-end steakhouses, all sides are ordered a la carte.  At SW, the sides are $12 each with the sauteed wild mushrooms and grilled asparagus being the exception as they are $16 each.  All the sides are large enough to share but the potatoes gratin is quite small and unless everyone takes a very small portion, it would only serve 3.  And although the rest of the sides we ordered - creamed spinach, roasted mushrooms and black truffle creamed corn - were more than enough to serve all 7 of us, I have to wonder if that was due to the poor quality of the sides. No one went back for seconds on anything except the mushrooms. I can say that I highly recommend them,\n\nThe potatoes gratin came out lukewarm with the cheesy crust already solidified.  The potatoes were undercooked and we had to use a knife to remove the servings as the spoon was unable to cut through the hard potatoes.\n\nThe creamed spinach was not creamy. At all. It was all water without any of the normal creamy goodness that you expect to be clinging to the spinach.  It was swimming in water when it came to the table and once spooned on the plate, the water went everywhere, affecting all the servings on the plate.\n\nThe black truffle creamed corn was just weird. The black truffle, of which I am normally a HUGE fan, was just misplaced here.  It was almost like an afterthought and simply added to attempt to validate $12 for a $3 dish.  The corn itself was just mush. There were no kernels of plump, sweet corn and in mid-summer, the height of corn season, that's just sacrilege. \n\nThe grilled asparagus were thick and perfectly grilled and perhaps with a seafood dish they would have been more well received.  Or in hindsight, squeezing some fresh lemon on them would have probably made a world of difference.  Their charred smokey flavor too closely resembled that of the steaks and therefore they didn't have any real oomph of their own.  A drizzle of  Hollandaise would have also given them their own identity. \n\nAll in all, I would not go back here again unless invited (and paid for) by someone else.  Cut by Wolfgang Puck will be my next LV steakhouse adventure.  If invited back to SW again, I would at least make sure that we had a table with a view of the Lake of Dreams show. The little peeks that we were able to catch from the corner of our table were very impressive.",N/A,1,2,Skipped,0
